,№ п/п,KKS-код параметра,Наименование параметра,Наименование сигнала,Вид сигнала,min,max,Ед. изм.,Участие в задачах,Примечание
537,266,F4NDG10AA001,Затвор дисковый К-7 на входе котловой воды в ВК-4,,превышение момента на закрытие,,,,ДУ,
538,267,F4NDG10AA001,Затвор дисковый К-7 на входе котловой воды в ВК-4,,Дистанционный режим работы,,,,ДУ,
541,270,F4NDG10AA001,Затвор дисковый К-7 на входе котловой воды в ВК-4,,Автоматический выключатель отключен,,,,ПС,
542,271,F4NDG10AA801,Затвор дисковый РК. КА4 регулятор расхода воды через ВК-4,,Не открыто,,,,ДУ,
543,272,F4NDG10AA801,Затвор дисковый РК. КА4 регулятор расхода воды через ВК-4,,Не закрыто,,,,ДУ,
544,273,F4NDG10AA801,Затвор дисковый РК. КА4 регулятор расхода воды через ВК-4,,превышение момента,,,,ДУ,
545,274,F4NDG10AA801,Затвор дисковый РК. КА4 регулятор расхода воды через ВК-4,,Неисправность,,,,ДУ,
546,275,F4NDG10AA801,Затвор дисковый РК. КА4 регулятор расхода воды через ВК-4,,Готовность,,,,ДУ,
547,276,F4NDG10AA801,Затвор дисковый РК. КА4 регулятор расхода воды через ВК-4,,Автоматический выключатель отключен,,,,ПС,
548,277,F4NDF10AA001,Затвор дисковый К-8 на выходе котловой воды из ВК-4,,Не открыто,,,,ДУ,
549,278,F4NDF10AA001,Затвор дисковый К-8 на выходе котловой воды из ВК-4,,Не закрыто,,,,ДУ,
550,279,F4NDF10AA001,Затвор дисковый К-8 на выходе котловой воды из ВК-4,,превышение момента на открытие,,,,ДУ,
551,280,F4NDF10AA001,Затвор дисковый К-8 на выходе котловой воды из ВК-4,,превышение момента на закрытие,,,,ДУ,
552,281,F4NDF10AA001,Затвор дисковый К-8 на выходе котловой воды из ВК-4,,Дистанционный режим работы,,,,ДУ,
555,284,F4NDF10AA001,Затвор дисковый К-8 на выходе котловой воды из ВК-4,,Автоматический выключатель отключен,,,,ПС,
556,285,F5NDG10AA001,Затвор дисковый К-9 на входе котловой воды в ВК-5,,Не открыто,,,,ДУ,
557,286,F5NDG10AA001,Затвор дисковый К-9 на входе котловой воды в ВК-5,,Не закрыто,,,,ДУ,
558,287,F5NDG10AA001,Затвор дисковый К-9 на входе котловой воды в ВК-5,,превышение момента на открытие,,,,ДУ,
559,288,F5NDG10AA001,Затвор дисковый К-9 на входе котловой воды в ВК-5,,превышение момента на закрытие,,,,ДУ,
560,289,F5NDG10AA001,Затвор дисковый К-9 на входе котловой воды в ВК-5,,Дистанционный режим работы,,,,ДУ,
563,292,F5NDG10AA001,Затвор дисковый К-9 на входе котловой воды в ВК-5,,Автоматический выключатель отключен,,,,ПС,
564,293,F5NDG10AA801,Затвор дисковый РК. КА5 регулятор расхода воды через ВК-5,,Не открыто,,,,ДУ,
565,294,F5NDG10AA801,Затвор дисковый РК. КА5 регулятор расхода воды через ВК-5,,Не закрыто,,,,ДУ,
566,295,F5NDG10AA801,Затвор дисковый РК. КА5 регулятор расхода воды через ВК-5,,превышение момента,,,,ДУ,
567,296,F5NDG10AA801,Затвор дисковый РК. КА5 регулятор расхода воды через ВК-5,,Неисправность,,,,ДУ,
568,297,F5NDG10AA801,Затвор дисковый РК. КА5 регулятор расхода воды через ВК-5,,Готовность,,,,ДУ,
569,298,F5NDG10AA801,Затвор дисковый РК. КА5 регулятор расхода воды через ВК-5,,Автоматический выключатель отключен,,,,ПС,
570,299,F5NDF10AA001,Затвор дисковый К-10 на выходе котловой воды из ВК-5,,Не открыто,,,,ДУ,
571,300,F5NDF10AA001,Затвор дисковый К-10 на выходе котловой воды из ВК-5,,Не закрыто,,,,ДУ,
572,301,F5NDF10AA001,Затвор дисковый К-10 на выходе котловой воды из ВК-5,,превышение момента на открытие,,,,ДУ,
573,302,F5NDF10AA001,Затвор дисковый К-10 на выходе котловой воды из ВК-5,,превышение момента на закрытие,,,,ДУ,
574,303,F5NDF10AA001,Затвор дисковый К-10 на выходе котловой воды из ВК-5,,Дистанционный режим работы,,,,ДУ,
577,306,F5NDF10AA001,Затвор дисковый К-10 на выходе котловой воды из ВК-5,,Автоматический выключатель отключен,,,,ПС,
578,307,F6NDG10AA001,Затвор дисковый К-11 на входе котловой воды в ВК-6,,Не открыто,,,,ДУ,
579,308,F6NDG10AA001,Затвор дисковый К-11 на входе котловой воды в ВК-6,,Не закрыто,,,,ДУ,
580,309,F6NDG10AA001,Затвор дисковый К-11 на входе котловой воды в ВК-6,,превышение момента на открытие,,,,ДУ,
581,310,F6NDG10AA001,Затвор дисковый К-11 на входе котловой воды в ВК-6,,превышение момента на закрытие,,,,ДУ,
582,311,F6NDG10AA001,Затвор дисковый К-11 на входе котловой воды в ВК-6,,Дистанционный режим работы,,,,ДУ,
585,314,F6NDG10AA001,Затвор дисковый К-11 на входе котловой воды в ВК-6,,Автоматический выключатель отключен,,,,ПС,
586,315,F6NDG10AA801,Затвор дисковый РК. КА6 регулятор расхода воды через ВК-6,,Не открыто,,,,ДУ,
587,316,F6NDG10AA801,Затвор дисковый РК. КА6 регулятор расхода воды через ВК-6,,Не закрыто,,,,ДУ,
588,317,F6NDG10AA801,Затвор дисковый РК. КА6 регулятор расхода воды через ВК-6,,превышение момента,,,,ДУ,
589,318,F6NDG10AA801,Затвор дисковый РК. КА6 регулятор расхода воды через ВК-6,,Неисправность,,,,ДУ,
590,319,F6NDG10AA801,Затвор дисковый РК. КА6 регулятор расхода воды через ВК-6,,Готовность,,,,ДУ,
591,320,F6NDG10AA801,Затвор дисковый РК. КА6 регулятор расхода воды через ВК-6,,Автоматический выключатель отключен,,,,ПС,
592,321,F6NDF10AA001,Затвор дисковый К-12 на выходе котловой воды из ВК-6,,Не открыто,,,,ДУ,
593,322,F6NDF10AA001,Затвор дисковый К-12 на выходе котловой воды из ВК-6,,Не закрыто,,,,ДУ,
594,323,F6NDF10AA001,Затвор дисковый К-12 на выходе котловой воды из ВК-6,,превышение момента на открытие,,,,ДУ,
595,324,F6NDF10AA001,Затвор дисковый К-12 на выходе котловой воды из ВК-6,,превышение момента на закрытие,,,,ДУ,
596,325,F6NDF10AA001,Затвор дисковый К-12 на выходе котловой воды из ВК-6,,Дистанционный режим работы,,,,ДУ,
599,328,F6NDF10AA001,Затвор дисковый К-12 на выходе котловой воды из ВК-6,,Автоматический выключатель отключен,,,,ПС,
600,329,F7NDG10AA001,Затвор дисковый К-13 на входе котловой воды в ВК-7,,Не открыто,,,,ДУ,
601,330,F7NDG10AA001,Затвор дисковый К-13 на входе котловой воды в ВК-7,,Не закрыто,,,,ДУ,
602,331,F7NDG10AA001,Затвор дисковый К-13 на входе котловой воды в ВК-7,,превышение момента на открытие,,,,ДУ,
603,332,F7NDG10AA001,Затвор дисковый К-13 на входе котловой воды в ВК-7,,превышение момента на закрытие,,,,ДУ,
604,333,F7NDG10AA001,Затвор дисковый К-13 на входе котловой воды в ВК-7,,Дистанционный режим работы,,,,ДУ,
607,336,F7NDG10AA001,Затвор дисковый К-13 на входе котловой воды в ВК-7,,Автоматический выключатель отключен,,,,ПС,
608,337,F7NDG10AA801,Затвор дисковый РК. КА7 регулятор расхода воды через ВК-7,,Не открыто,,,,ДУ,
609,338,F7NDG10AA801,Затвор дисковый РК. КА7 регулятор расхода воды через ВК-7,,Не закрыто,,,,ДУ,
610,339,F7NDG10AA801,Затвор дисковый РК. КА7 регулятор расхода воды через ВК-7,,превышение момента,,,,ДУ,
611,340,F7NDG10AA801,Затвор дисковый РК. КА7 регулятор расхода воды через ВК-7,,Неисправность,,,,ДУ,
612,341,F7NDG10AA801,Затвор дисковый РК. КА7 регулятор расхода воды через ВК-7,,Готовность,,,,ДУ,
613,342,F7NDG10AA801,Затвор дисковый РК. КА7 регулятор расхода воды через ВК-7,,Автоматический выключатель отключен,,,,ПС,
614,343,F7NDF10AA001,Затвор дисковый К-14 на выходе котловой воды из ВК-7,,Не открыто,,,,ДУ,
615,344,F7NDF10AA001,Затвор дисковый К-14 на выходе котловой воды из ВК-7,,Не закрыто,,,,ДУ,
616,345,F7NDF10AA001,Затвор дисковый К-14 на выходе котловой воды из ВК-7,,превышение момента на открытие,,,,ДУ,
617,346,F7NDF10AA001,Затвор дисковый К-14 на выходе котловой воды из ВК-7,,превышение момента на закрытие,,,,ДУ,
618,347,F7NDF10AA001,Затвор дисковый К-14 на выходе котловой воды из ВК-7,,Дистанционный режим работы,,,,ДУ,
621,350,F7NDF10AA001,Затвор дисковый К-14 на выходе котловой воды из ВК-7,,Автоматический выключатель отключен,,,,ПС,
622,351,F8NDG10AA001,Затвор дисковый К-15 на входе котловой воды в ВК-8,,Не открыто,,,,ДУ,
623,352,F8NDG10AA001,Затвор дисковый К-15 на входе котловой воды в ВК-8,,Не закрыто,,,,ДУ,
624,353,F8NDG10AA001,Затвор дисковый К-15 на входе котловой воды в ВК-8,,превышение момента на открытие,,,,ДУ,
625,354,F8NDG10AA001,Затвор дисковый К-15 на входе котловой воды в ВК-8,,превышение момента на закрытие,,,,ДУ,
626,355,F8NDG10AA001,Затвор дисковый К-15 на входе котловой воды в ВК-8,,Дистанционный режим работы,,,,ДУ,
629,358,F8NDG10AA001,Затвор дисковый К-15 на входе котловой воды в ВК-8,,Автоматический выключатель отключен,,,,ПС,
630,359,F8NDG10AA801,Затвор дисковый РК. КА8 регулятор расхода воды через ВК-8,,Не открыто,,,,ДУ,
631,360,F8NDG10AA801,Затвор дисковый РК. КА8 регулятор расхода воды через ВК-8,,Не закрыто,,,,ДУ,
632,361,F8NDG10AA801,Затвор дисковый РК. КА8 регулятор расхода воды через ВК-8,,превышение момента,,,,ДУ,
633,362,F8NDG10AA801,Затвор дисковый РК. КА8 регулятор расхода воды через ВК-8,,Неисправность,,,,ДУ,
634,363,F8NDG10AA801,Затвор дисковый РК. КА8 регулятор расхода воды через ВК-8,,Готовность,,,,ДУ,
635,364,F8NDG10AA801,Затвор дисковый РК. КА8 регулятор расхода воды через ВК-8,,Автоматический выключатель отключен,,,,ПС,
636,365,F8NDF10AA001,Затвор дисковый К-16 на выходе котловой воды из ВК-8,,Не открыто,,,,ДУ,
637,366,F8NDF10AA001,Затвор дисковый К-16 на выходе котловой воды из ВК-8,,Не закрыто,,,,ДУ,
638,367,F8NDF10AA001,Затвор дисковый К-16 на выходе котловой воды из ВК-8,,превышение момента на открытие,,,,ДУ,
639,368,F8NDF10AA001,Затвор дисковый К-16 на выходе котловой воды из ВК-8,,превышение момента на закрытие,,,,ДУ,
640,369,F8NDF10AA001,Затвор дисковый К-16 на выходе котловой воды из ВК-8,,Дистанционный режим работы,,,,ДУ,
643,372,F8NDF10AA001,Затвор дисковый К-16 на выходе котловой воды из ВК-8,,Автоматический выключатель отключен,,,,ПС,
644,373,F0LFM11CP151,"Датчик ""сухого хода"" на напоре НКП- 1",,сработал,,,,ФГУ,замыкается при понижении
645,374,F0LFM12CP151,"Датчик ""сухого хода"" на напоре НКП- 1",,сработал,,,,ФГУ,замыкается при понижении
646,375,F0CDA01GH001,Шкаф ввода Ш-1 сборки задвижек,,Неисправность,,,,ПС,
647,376,F0NDG24AA801,Клапан регулирующий до теплообменников по сети Т21 РТ- 70,,Открыто,,,,"АР,ДУ",
648,377,F0NDG24AA801,Клапан регулирующий до теплообменников по сети Т21 РТ- 70,,Закрыто,,,,"АР,ДУ",
649,378,F0NDG24AA801,Клапан регулирующий до теплообменников по сети Т21 РТ- 70,,Автоматический выключатель отключен,,,,ПС,
650,379,F0GCN01AA001,Кран запорный бака раствора щелочи 9Д,,,,,,ДУ,
651,380,F0GCN01AA001,Кран запорный бака раствора щелочи 9Д,,,,,,ДУ,
652,381,F0GCN01AA001,Кран запорный бака раствора щелочи 9Д,,,,,,ДУ,
655,384,F0GCN01AA001,Кран запорный бака раствора щелочи 9Д,,,,,,ПС,
656,385,F0NDF24AA802,Клапан регулирующий К5 по сети Т1 до теплообменника К1 отопления и ГВС,,,,,,"АР,ДУ",
657,386,F0NDF24AA802,Клапан регулирующий К5 по сети Т1 до теплообменника К1 отопления и ГВС,,,,,,"АР,ДУ",
658,387,F0NDF24AA802,Клапан регулирующий К5 по сети Т1 до теплообменника К1 отопления и ГВС,,,,,,ПС,
659,385,F0NDF24AA802,Клапан регулирующий К5а по сети Т1 до теплообменника К1 отопления и ГВС,,,,,,"АР,ДУ",
660,386,F0NDF24AA802,Клапан регулирующий К5а по сети Т1 до теплообменника К1 отопления и ГВС,,,,,,"АР,ДУ",
661,387,F0NDF24AA802,Клапан регулирующий К5а по сети Т1 до теплообменника К1 отопления и ГВС,,,,,,ПС,
662,388,F0NDF24AA803,Клапан регулирующий К6 по сети Т1 до теплообменника К2 вентиляции,,,,,,"АР,ДУ",
663,389,F0NDF24AA803,Клапан регулирующий К6 по сети Т1 до теплообменника К2 вентиляции,,,,,,"АР,ДУ",
664,390,F0NDF24AA803,Клапан регулирующий К6 по сети Т1 до теплообменника К2 вентиляции,,,,,,ПС,
665,391,F0NDG24AA001,Клапан электромагнитный К7 по сети Т94 подпитки контура отопления и ГВС,,,,,,ПС,
666,392,F0SAH21AA001,Клапан электромагнитный К13 на линии заполнения теплоносителя по сети Т21 системы вентиляции,,,,,,ПС,
667,1,F0GAF03AA801,Регулирующий клапан РТ-1 на трубопроводе байпаса насосов,,Больше,,,,"АР,ДУ",
668,2,F0GAF03AA801,Регулирующий клапан РТ-1 на трубопроводе байпаса насосов,,Меньше,,,,"АР,ДУ",
669,3,F0CUB01GU001,Пуск насоса НСВ,,"RS485, Modbus RTU",,,,"ТБ,ДУ",
670,4,F0CUB01GU001,Стоп насоса НСВ,,"RS485, Modbus RTU",,,,"ТЗ,ДУ",
671,5,F0GAC01AA801YC01,Регулятор производительности ХВО РД-3,,Больше,,,,"АР,ДУ",
672,6,F0GAC01AA801,Регулятор производительности ХВО РД-3,,Меньше,,,,"АР,ДУ",
673,7,F0GAC01AA802,Регулятор температуры сырой воды РТ-4,,Больше,,,,"АР,ДУ",
674,8,F0GAC01AA802,Регулятор температуры сырой воды РТ-4,,Меньше,,,,"АР,ДУ",
675,9,F0GBJ01AA801,Регулятор температуры умягченной воды РТ-71,,Больше,,,,"АР,ДУ",
676,10,F0GBJ01AA801,Регулятор температуры умягченной воды РТ-71,,Меньше,,,,"АР,ДУ",
677,11,F0GAD12AA801,Регулятор температуры в баке- газоотделителе Р-66,,Больше,,,,"АР,ДУ",
678,12,F0GAD12AA801,Регулятор температуры в баке- газоотделителе Р-66,,Меньше,,,,"АР,ДУ",
679,13,F0GAD16AA801,Регулятор уровня в баке- газоотделителе РТ-68,,Больше,,,,"АР,ДУ",
680,14,F0GAD16AA801,Регулятор уровня в баке- газоотделителе РТ-68,,Меньше,,,,"АР,ДУ",
681,15,F0GAD17AA801,Регулятор давления рабочей воды на эжектора РД-5,,Больше,,,,"АР,ДУ",
682,16,F0GAD17AA801,Регулятор давления рабочей воды на эжектора РД-5,,Меньше,,,,"АР,ДУ",
683,17,F0CUB02GU001,Пуск насоса НРВ,,"RS485, Modbus RTU",,,,"ТБ,ДУ",
684,18,F0CUB02GU001,Стоп насоса НРВ,,"RS485, Modbus RTU",,,,"ТЗ,ДУ",
685,19,F0GDH11AA001,Задвижка на линии аварийного слива РК.КА9,,,,,,ДУ,
686,20,F0GDH11AA001,Задвижка на линии аварийного слива РК.КА9,,,,,,ДУ,
687,21,F0GDH11AA001,Задвижка на линии аварийного слива РК.КА9,,,,,,ДУ,н.з.контакт
688,22,F0GHJ10AA801,Регулятор расхода сырой воды на охладитель выпара РД-2,,Больше,,,,"АР,ДУ",
689,23,F0GHJ10AA801,Регулятор расхода сырой воды на охладитель выпара РД-2,,Меньше,,,,"АР,ДУ",
690,24,F0GHJ20AA801,Регулятор уровня в вакуумном деаэраторе РТ-63,,Больше,,,,"АР,ДУ",
691,25,F0GHJ20AA801,Регулятор уровня в вакуумном деаэраторе РТ-63,,Меньше,,,,"АР,ДУ",
692,26,F0GHJ20AA802,Регулятор температуры ХОВ на вакуумный деаэратор РТ-59,,Больше,,,,"АР,ДУ",
693,27,F0GHJ20AA802,Регулятор температуры ХОВ на вакуумный деаэратор РТ-59,,Меньше,,,,"АР,ДУ",
694,28,F0CUB03GU001,Пуск насоса НРВ,,"RS485, Modbus RTU",,,,"ТБ,ДУ",
695,29,F0CUB03GU001,Стоп насоса НРВ,,"RS485, Modbus RTU",,,,"ТЗ,ДУ",
696,30,F0NDG11AA001,Затвор дисковый К-27 на входе насосной группы №1,,Открыть,,,,ДУ,
697,31,F0NDG11AA001,Затвор дисковый К-27 на входе насосной группы №1,,Закрыть,,,,ДУ,
698,32,F0NDG11AA001,Затвор дисковый К-27 на входе насосной группы №1,,Стоп,,,,ДУ,н.з.контакт
699,33,F0NDG12AA001,Затвор дисковый К-26 на входе насосной группы №2,,Открыть,,,,ДУ,
700,34,F0NDG12AA001,Затвор дисковый К-26 на входе насосной группы №2,,Закрыть,,,,ДУ,
701,35,F0NDG12AA001,Затвор дисковый К-26 на входе насосной группы №2,,Стоп,,,,ДУ,н.з.контакт
702,36,F0NDG11AA002,Затвор дисковый К-37 на выходе насосной группы №1,,Открыть,,,,ДУ,
703,37,F0NDG11AA002,Затвор дисковый К-37 на выходе насосной группы №1,,Закрыть,,,,ДУ,
704,38,F0NDG11AA002,Затвор дисковый К-37 на выходе насосной группы №1,,Стоп,,,,ДУ,н.з.контакт
705,39,F0NDG12AA002,Затвор дисковый К-36 на выходе насосной группы №2,,Открыть,,,,ДУ,
706,40,F0NDG12AA002,Затвор дисковый К-36 на выходе насосной группы №2,,Закрыть,,,,ДУ,
707,41,F0NDG12AA002,Затвор дисковый К-36 на выходе насосной группы №2,,Стоп,,,,ДУ,н.з.контакт
708,42,F0NDG01AA001,Затвор дисковый К-34 на всасе котлового насоса №1,,Открыть,,,,ДУ,
709,43,F0NDG01AA001,Затвор дисковый К-34 на всасе котлового насоса №1,,Закрыть,,,,ДУ,
710,44,F0NDG01AA001,Затвор дисковый К-34 на всасе котлового насоса №1,,Стоп,,,,ДУ,н.з.контакт
711,45,F0NDG01AA002,Затвор дисковый К-35 на напоре котлового насоса №1,,Открыть,,,,"ДУ,ФГУ",
712,46,F0NDG01AA002,Затвор дисковый К-35 на напоре котлового насоса №1,,Закрыть,,,,"ДУ,ФГУ",
713,47,F0NDG01AA002,Затвор дисковый К-35 на напоре котлового насоса №1,,Стоп,,,,"ДУ,ФГУ",н.з.контакт
714,48,F0NDG02AA001,Затвор дисковый К-32 на всасе котлового насоса №2,,Открыть,,,,ДУ,
715,49,F0NDG02AA001,Затвор дисковый К-32 на всасе котлового насоса №2,,Закрыть,,,,ДУ,
716,50,F0NDG02AA001,Затвор дисковый К-32 на всасе котлового насоса №2,,Стоп,,,,ДУ,н.з.контакт
717,51,F0NDG02AA002,Затвор дисковый К-33 на напоре котлового насоса №2,,Открыть,,,,"ДУ,ФГУ",
718,52,F0NDG02AA002,Затвор дисковый К-33 на напоре котлового насоса №2,,Закрыть,,,,"ДУ,ФГУ",
719,53,F0NDG02AA002,Затвор дисковый К-33 на напоре котлового насоса №2,,Стоп,,,,"ДУ,ФГУ",н.з.контакт
720,54,F0NDG03AA001,Затвор дисковый К-30 на всасе котлового насоса №3,,Открыть,,,,ДУ,
721,55,F0NDG03AA001,Затвор дисковый К-30 на всасе котлового насоса №3,,Закрыть,,,,ДУ,
722,56,F0NDG03AA001,Затвор дисковый К-30 на всасе котлового насоса №3,,Стоп,,,,ДУ,н.з.контакт
723,57,F0NDG03AA002,Затвор дисковый К-31 на напоре котлового насоса №3,,Открыть,,,,"ДУ,ФГУ",
724,58,F0NDG03AA002,Затвор дисковый К-31 на напоре котлового насоса №3,,Закрыть,,,,"ДУ,ФГУ",
725,59,F0NDG03AA002,Затвор дисковый К-31 на напоре котлового насоса №3,,Стоп,,,,"ДУ,ФГУ",н.з.контакт
726,60,F0NDG04AA001,Затвор дисковый К-28 на всасе котлового насоса №4,,Открыть,,,,ДУ,
727,61,F0NDG04AA001,Затвор дисковый К-28 на всасе котлового насоса №4,,Закрыть,,,,ДУ,
728,62,F0NDG04AA001,Затвор дисковый К-28 на всасе котлового насоса №4,,Стоп,,,,ДУ,н.з.контакт
729,63,F0NDG04AA002,Затвор дисковый К-29 на напоре котлового насоса №4,,Открыть,,,,"ДУ,ФГУ",
730,64,F0NDG04AA002,Затвор дисковый К-29 на напоре котлового насоса №4,,Закрыть,,,,"ДУ,ФГУ",
731,65,F0NDG04AA002,Затвор дисковый К-29 на напоре котлового насоса №4,,Стоп,,,,"ДУ,ФГУ",н.з.контакт
732,66,F0CUB04GU001,Пуск котлового насоса,,"RS485, Modbus RTU",,,,"ТБ,ДУ",
733,67,F0CUB04GU001,Стоп котлового насоса,,"RS485, Modbus RTU",,,,"ТЗ,ДУ",
734,68,F0NDG10AA002,Затвор дисковый секционирующий К-1С на коллекторе обратной котловой воды,,Открыть,,,,ДУ,
735,69,F0NDG10AA002,Затвор дисковый секционирующий К-1С на коллекторе обратной котловой воды,,Закрыть,,,,ДУ,
736,70,F0NDG10AA002,Затвор дисковый секционирующий К-1С на коллекторе обратной котловой воды,,Стоп,,,,ДУ,н.з.контакт
737,71,F0NDG20AA801,Регулятор температуры обратной котловой воды Ду200 РТ-об1,,Больше,,,,"АР,ДУ",
738,72,F0NDG20AA801,Регулятор температуры обратной котловой воды Ду200 РТ-об1,,Меньше,,,,"АР,ДУ",
739,73,F0NDG20AA802,Регулятор температуры обратной котловой воды Ду400 РТ-об2,,Больше,,,,"АР,ДУ",
740,74,F0NDG20AA802,Регулятор температуры обратной котловой воды Ду400 РТ-об2,,Меньше,,,,"АР,ДУ",
741,75,F0NDG20AA803,Регулятор давления обратной котловой воды РД-К,,Больше,,,,"АР,ДУ",
742,76,F0NDG20AA803,Регулятор давления обратной котловой воды РД-К,,Меньше,,,,"АР,ДУ",
743,77,F0CUB05GU001,Пуск насоса подпитки котлового насоса,,"RS485, Modbus RTU",,,,"ТБ,ДУ",
744,78,F0CUB05GU001,Стоп насоса подпитки котлового насоса,,"RS485, Modbus RTU",,,,"ТЗ,ДУ",
745,79,F0NDF10AA002,Затвор дисковый секционирующий К-2С на коллекторе прямой котловой воды,,Открыть,,,,ДУ,
746,80,F0NDF10AA002,Затвор дисковый секционирующий К-2С на коллекторе прямой котловой воды,,Закрыть,,,,ДУ,
747,81,F0NDF10AA002,Затвор дисковый секционирующий К-2С на коллекторе прямой котловой воды,,Стоп,,,,ДУ,н.з.контакт
748,82,F1NDG10AA001,Затвор дисковый К-1 на входе котловой воды в ВК-1,,Открыть,,,,ДУ,
749,83,F1NDG10AA001,Затвор дисковый К-1 на входе котловой воды в ВК-1,,Закрыть,,,,ДУ,
750,84,F1NDG10AA001,Затвор дисковый К-1 на входе котловой воды в ВК-1,,Стоп,,,,ДУ,н.з.контакт
751,85,F1NDG10AA801,Затвор дисковый РК. КА1 регулятор расхода воды через ВК-1,,Больше,,,,"АР,ДУ",
752,86,F1NDG10AA801,Затвор дисковый РК. КА1 регулятор расхода воды через ВК-1,,Меньше,,,,"АР,ДУ",
753,87,F1NDF10AA001,Затвор дисковый К-2 на выходе котловой воды из ВК-1,,Открыть,,,,ДУ,
754,88,F1NDF10AA001,Затвор дисковый К-2 на выходе котловой воды из ВК-1,,Закрыть,,,,ДУ,
755,89,F1NDF10AA001,Затвор дисковый К-2 на выходе котловой воды из ВК-1,,Стоп,,,,ДУ,н.з.контакт
756,90,F2NDG10AA001,Затвор дисковый К-3 на входе котловой воды в ВК-2,,Открыть,,,,ДУ,
757,91,F2NDG10AA001,Затвор дисковый К-3 на входе котловой воды в ВК-2,,Закрыть,,,,ДУ,
758,92,F2NDG10AA001,Затвор дисковый К-3 на входе котловой воды в ВК-2,,Стоп,,,,ДУ,н.з.контакт
759,93,F2NDG10AA801,Затвор дисковый РК. КА2 регулятор расхода воды через ВК-2,,Больше,,,,"АР,ДУ",
760,94,F2NDG10AA801,Затвор дисковый РК. КА2 регулятор расхода воды через ВК-2,,Меньше,,,,"АР,ДУ",
761,95,F2NDF10AA001,Затвор дисковый К-4 на выходе котловой воды из ВК-2,,Открыть,,,,ДУ,
762,96,F2NDF10AA001,Затвор дисковый К-4 на выходе котловой воды из ВК-2,,Закрыть,,,,ДУ,
763,97,F2NDF10AA001,Затвор дисковый К-4 на выходе котловой воды из ВК-2,,Стоп,,,,ДУ,н.з.контакт
764,98,F3NDG10AA001,Затвор дисковый К-5 на входе котловой воды в ВК-3,,Открыть,,,,ДУ,
765,99,F3NDG10AA001,Затвор дисковый К-5 на входе котловой воды в ВК-3,,Закрыть,,,,ДУ,
766,100,F3NDG10AA001,Затвор дисковый К-5 на входе котловой воды в ВК-3,,Стоп,,,,ДУ,н.з.контакт
767,101,F3NDG10AA801,Затвор дисковый РК. КА3 регулятор расхода воды через ВК-3,,Больше,,,,"АР,ДУ",
768,102,F3NDG10AA801,Затвор дисковый РК. КА3 регулятор расхода воды через ВК-3,,Меньше,,,,"АР,ДУ",
769,103,F3NDF10AA001,Затвор дисковый К-6 на выходе котловой воды из ВК-3,,Открыть,,,,ДУ,
770,104,F3NDF10AA001,Затвор дисковый К-6 на выходе котловой воды из ВК-3,,Закрыть,,,,ДУ,
771,105,F3NDF10AA001,Затвор дисковый К-6 на выходе котловой воды из ВК-3,,Стоп,,,,ДУ,н.з.контакт
772,106,F4NDG10AA001,Затвор дисковый К-7 на входе котловой воды в ВК-4,,Открыть,,,,ДУ,
773,107,F4NDG10AA001,Затвор дисковый К-7 на входе котловой воды в ВК-4,,Закрыть,,,,ДУ,
774,108,F4NDG10AA001,Затвор дисковый К-7 на входе котловой воды в ВК-4,,Стоп,,,,ДУ,н.з.контакт
775,109,F4NDG10AA801,Затвор дисковый РК. КА4 регулятор расхода воды через ВК-4,,Больше,,,,"АР,ДУ",
776,110,F4NDG10AA801,Затвор дисковый РК. КА4 регулятор расхода воды через ВК-4,,Меньше,,,,"АР,ДУ",
777,111,F4NDF10AA001,Затвор дисковый К-8 на выходе котловой воды из ВК-4,,Открыть,,,,ДУ,
778,112,F4NDF10AA001,Затвор дисковый К-8 на выходе котловой воды из ВК-4,,Закрыть,,,,ДУ,
779,113,F4NDF10AA001,Затвор дисковый К-8 на выходе котловой воды из ВК-4,,Стоп,,,,ДУ,н.з.контакт
780,114,F5NDG10AA001,Затвор дисковый К-9 на входе котловой воды в ВК-5,,Открыть,,,,ДУ,
781,115,F5NDG10AA001,Затвор дисковый К-9 на входе котловой воды в ВК-5,,Закрыть,,,,ДУ,
782,116,F5NDG10AA001,Затвор дисковый К-9 на входе котловой воды в ВК-5,,Стоп,,,,ДУ,н.з.контакт
783,117,F5NDG10AA801,Затвор дисковый РК. КА5 регулятор расхода воды через ВК-5,,Больше,,,,"АР,ДУ",
784,118,F5NDG10AA801,Затвор дисковый РК. КА5 регулятор расхода воды через ВК-5,,Меньше,,,,"АР,ДУ",
785,119,F5NDF10AA001,Затвор дисковый К-10 на выходе котловой воды из ВК-5,,Открыть,,,,ДУ,
786,120,F5NDF10AA001,Затвор дисковый К-10 на выходе котловой воды из ВК-5,,Закрыть,,,,ДУ,
787,121,F5NDF10AA001,Затвор дисковый К-10 на выходе котловой воды из ВК-5,,Стоп,,,,ДУ,н.з.контакт
788,122,F6NDG10AA001,Затвор дисковый К-11 на входе котловой воды в ВК-6,,Открыть,,,,ДУ,
789,123,F6NDG10AA001,Затвор дисковый К-11 на входе котловой воды в ВК-6,,Закрыть,,,,ДУ,
790,124,F6NDG10AA001,Затвор дисковый К-11 на входе котловой воды в ВК-6,,Стоп,,,,ДУ,н.з.контакт
791,125,F6NDG10AA801,Затвор дисковый РК. КА6 регулятор расхода воды через ВК-6,,Больше,,,,"АР,ДУ",
